tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
positive,0.3974358974358974,4,4,1,New post London riot image : Malaysian student bio link @ : P ,2256,1
neutral,0.7333333333333333,3,3,0,@ davidchow El PaÃ­s say London `` paralyze fear . assume nonsense ,2257,1
positive,0.6470588235294118,31,8,7,NBL succeed_ GM vow : STEVE GREEN_ LONDON FREE PRESS general manager_ close get ... bio link @ : P ,2258,1
positive,0.8125,7,0,0,@ 451YA_KH4TUN kent pretty shada east london full bangalis : ) x ,2259,1
positive,0.37398373983739835,5,5,1,Branding Agency London Diaries bio link @ : P ,2260,1
negative,0.8561151079136691,9,6,1,iKingdom_Nartey RT @ piersmorgan : Clegg away 2 Seriously ? < government # London away-at least David Lammy speak news ,2261,1
positive,0.37735849056603776,1,1,1,little light london : normal bio link @ : P - case miss ... ,2262,1
positive,0.6938775510204082,1,1,0,@ harriettbusby completely London ,2263,1
positive,0.7592592592592593,7,5,1,@ juliecheung set London spend NYE St Martins make abt 2h Remember safe episode . ,2264,1
positive,0.6918238993710691,6,5,2,Power/income gap come home roost . country next ? RT @ ebertchicago : Food think riot London . bio link @ : P ,2265,1
positive,0.7636363636363637,7,5,1,Bridge London 4 sale RT @ BroHaze get beach house sell Idaho ... since think love u ,2266,1
neutral,1.2,0,0,0,london_ u ? ,2267,1
positive,0.697841726618705,1,1,0,great night thanx london . think Everyone show tonight much love y'all good vibe everyone nite . ,2268,1
positive,0.7077922077922078,10,6,3,nextdoor London bureau RT @ HotMetalHack : Chinese TV producer suspend crash reportage bio link @ : P # cctv ,2269,1
positive,0.5408163265306123,8,6,2,Ms_Zubrina Agbessitomisin Iceprincezamani watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2270,1
positive,0.7604166666666666,1,1,0,clue happen London obviously something devestating : # prayforlondon < 3 ,2271,1
positive,0.8823529411764706,10,10,1,Cyclingnews : Second Edition Cycling News_ Wednesday_ August 10_ 2011 : White predict `` aggressive London ... bio link @ : P # sdvmag ,2272,1
neutral,0.8214285714285714,0,0,0,wil upd8 london riot ? ,2273,1
positive,0.5130434782608696,7,4,1,# jJOB : Senior Structural engineer London_ bio link @ : P ,2274,1
neutral,1.1304347826086956,12,2,2,Â£315 pw ( PRICE CHANGED ) ,2275,1
neutral,0.6928571428571428,2,2,0,@ Becklalaa well_ start ! said_ mine grow one photo ! maybe put up_ add everytime go London ! xx ,2276,1
positive,0.6633663366336634,7,4,1,U lol Sarafina_London : @ Phuck_Yo_Tweetz wo unprotect tweet ! Lol ,2277,1
neutral,1.0,4,4,0,London_ Liverpool_ Bristol_ Birmingham..where else ? # londonriots ,2278,1
neutral,0.6666666666666666,0,0,0,@ tasteofjenny come london dear ? x ,2279,1
positive,0.6582278481012658,3,3,1,London # riot reach Aucklander house bio link @ : P ,2280,1
positive,0.7716535433070866,9,8,1,Kippers & mushroom toast ? Yes please ! @ SohoHouse Dean Street Townhouse London . bio link @ : P ,2281,1
neutral,0.7883211678832117,6,5,0,@ piersmorgan : Financial meltdown_ London flame - Cameron & Osborne sun holiday ? Ridiculous.Get back work ,2282,1
positive,0.5423728813559322,2,2,0,wiz oz London palladium . Magical_ short bone ass gay thing man ,2283,1
positive,0.6197183098591549,5,3,1,@ MaddieAtGazette try back London : 6 good healthy popsicle recipe -- bio link @ : P `` ,2284,1
positive,0.7051282051282052,6,2,0,@ ILuvJayForEver yeah fine : London 4 hour away live : ,2285,1
positive,0.5891472868217055,6,6,0,Cleaning Service cover East London Hackney Cranham information please visit ,2286,1
positive,0.6370967741935484,10,7,1,# jJOB : Chartered Structural Engineer _ North London ( N20 ) _ bio link @ : P ,2287,1
positive,0.7522123893805309,4,4,0,@ Jackcabnory wonder # bparty today . much hire London Cab whole day around London ? ,2288,1
positive,0.7463768115942029,12,4,1,@ MindlessBhavior Je vous aime et votre belle Â« roc french say : ) & come LONDON ? # LondonwantsMB ! _ ,2289,1
neutral,0.7419354838709677,3,2,0,@ DarrylB1979 London ? ,2290,1
positive,0.8104575163398693,19,13,3,# Application Support Analyst ( SQL_ ASP ) - : London-Brentford West London Syon Park_ Applications ... bio link @ : P # UK ,2291,1
positive,0.7777777777777778,5,5,1,Nyheter/ Upplopp London efter dÃ¶dsskjutning : TvÃ¥ polisbilar_ bus och en affÃ¤r sattes brand upplopp ... bio link @ : P ,2292,1
positive,0.7083333333333334,5,1,0,@ LouisTWeLoveYou hey ! know one direction go london thursday_ know exactly abouts ? ,2293,1
neutral,0.7128712871287128,71,14,9,RT @ AnonymousIRC : LondonRiots LONDON RIOTS TOTTENHAM MANCHESTERRIOTS ELTHAM SOUTHALL LEWISHAM # SMH : Tigers roam street release London Zoo : ,2294,0
positive,0.5578947368421052,1,1,0,love rain sometimes . remind London_ man miss city ! ,2295,1
negative,0.5916666666666667,4,3,1,Televisions switch thing goin duhhh ! RT @ xtremeice : go london ? O_o ,2296,1
positive,0.7033898305084746,0,0,0,@ louisthoughts hey ! know one direction go london thursday_ know exactly abouts ? ,2297,1
positive,0.7482014388489209,10,7,1,@ JayMcKenna87 true_ another example US interested Paris Hilton Oslo_ London_ etc Celebrity injustice . ,2298,1
neutral,0.9210526315789473,3,2,0,@ Lola_Peaches riot north London . ,2299,1
negative,0.7090909090909091,1,1,0,hate bein ill : ( roll 26th b London ! ,2300,1
negative,0.6293706293706294,1,1,0,social ! need state care people_ people ! state take care poor ! London # tottenham chaos ,2301,1
positive,0.6377952755905512,8,8,1,benefit bio link @ : P Benefit Staying Discount Superior Quality Hotels London : ,2302,1
positive,0.7318840579710145,4,4,0,@ Petrolhead159 nah_ mate work . back London way & go flame opposite main Norfolk police station A11 ,2303,1
negative,0.7536231884057971,2,2,0,sorry_ Justin wax figure London look nothing like . ,2304,1
positive,0.7941176470588235,3,2,0,really want meet @ MindlessBhavior _ need come London ,2305,1
positive,0.746268656716418,4,4,0,Anyway_ London go mad_ ultimately enjoy Field Day_ although festival go_ one actually pretty ball . ,2306,1
positive,0.5634920634920635,8,8,1,Benefit Staying Discount Superior Quality Hotels London bio link @ : P ,2307,1
neutral,0.6949152542372882,4,3,0,@ EmpressRae_ Yeah London close border . ,2308,1
positive,0.6666666666666666,38,9,7,like YouTube video celtickev999 bio link @ : P BREAKING NEWS - RIOTS LONDON_ POLICE CARS SE ,2309,1
neutral,0.45161290322580644,0,0,0,riot london ? ,2310,1
positive,0.7581699346405228,3,3,1,jeep cherokee diesel ( london_ Price Â£1_550 ) : car do 95000 mile full service history . Tax end ... bio link @ : P ,2311,1
positive,0.8300653594771242,18,13,4,# Jobs Senior PHP Developer : London_ Mediatonic â€“ Senior PHP Developer Overview Mediatonic independen ... bio link @ : P # UK ,2312,1
positive,0.7076923076923077,4,4,1,Making Money data use Analytics bio link @ : P uk usa london australia india china # london ,2313,1
positive,0.8421052631578947,12,7,2,RT @ MarkusSchulz : way Ministry Sound London . < Ministry LOVE ,2314,1
positive,0.7090909090909091,2,2,0,Chillin hill guildford view London : ) ,2315,1
positive,0.7452229299363057,17,11,5,Fair 85 F London-Corbin Airport-Magee Field_ KY Winds Northwest 4.6 MPH ( 4 KT ) . pressure 1006.5 mb bio link @ : P ,2316,1
positive,0.5816993464052288,6,6,1,far summer s*** Nothern Europa . Mixtape Mondays back mix London base ... bio link @ : P ,2317,1
positive,0.5421052631578948,19,12,4,RT @ YoungzBassUK : Give RT please tweeter bio link @ : P Dubstep Grime Bass Producers DJs London # UK ,2318,1
positive,0.5255474452554745,4,2,1,@ tinycombatboots love ticketmaster & London date WTT tour -thanks kesh ,2319,1
positive,0.7423312883435583,0,0,0,start peaceful protest rage # policebrutality proceed torment london peaceful citizens_ northern england.. # londonriots ,2320,1
positive,0.65,5,5,1,Traffic ( 1-6 Vernon Place_ London ) bio link @ : P ,2321,1
positive,0.7230769230769231,6,5,1,Great time talk @ trevorbarton ! live anywhere around London KY check Hawk Creek place blow ! ,2322,1
positive,0.5902777777777778,15,4,1,@ SWEAR_LONDON find wear shoe ? Test skills Morpho-Psychology sneaker bio link @ : P ,2323,1
positive,0.7474747474747475,12,10,2,London Tries Tripling Police Presence End Riots â€“ ABC News bio link @ : P ,2324,1
positive,0.9489795918367347,12,5,1,BREAKING . Unprecedented deployment across London Met Police riot squad disturbance spread . ,2325,1
positive,0.8738738738738738,11,5,1,RT @ Lynsey_London : Gona write song entitle # ItsHardBeingAWoman vex . < Lol love lil si xx : ) ,2326,1
neutral,0.9775280898876404,2,2,0,Kan je niet even een London en # uk twitter update doen 3 tweet ofzo @ baspaternotte ? ,2327,1
negative,0.7878787878787878,3,3,0,@ realroyce sorry pain sir ! Could recommend Bjj instructor po pls sir London ,2328,1
positive,0.6709677419354839,14,5,3,Tweet day RT @ YOTESLAYA : everyone London rag police officer beat rioter ... . ( cont ) bio link @ : P ,2329,1
positive,0.839622641509434,2,1,0,@ MunsterMicky yo u good thankful send gear _ ish expensive send london # imbrokenow lol ,2330,1
positive,0.5404040404040404,17,6,3,Amadi_C fizweet TEGAMOHITS Iceprincezamani watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2331,1
negative,0.8105263157894737,16,4,2,# truth smh RT t_london : Sooooo @ SCOBYsAnaTomY go hate NEVER come spot : ( ,2332,1
positive,0.738562091503268,15,11,2,Deals London Special : 90 % Six Sessions IPL Hair Removal Groupon MyCityDeal bio link @ : P cardiff deal # daily ,2333,1
positive,0.8496732026143791,12,11,2,HR job Systems Trainer_ Banking_ London : Systems Trainer_ Banking_ London * Obtain good und ... bio link @ : P job # tweetmyjobs ,2334,1
neutral,0.5833333333333334,1,1,0,@ sophiemaywake yeah definitely text back London another drink . go ? ,2335,1
neutral,0.9024390243902439,6,3,0,Nope buh heard lot bout u frm ur broz..was wit papa london . `` P3TRA : @ ikemba1 Hey_ yeah am_ meet ? # nowff ,2336,1
neutral,0.851063829787234,5,3,0,@ TeamCastroFusco like London England . ,2337,1
negative,0.8914285714285715,10,6,0,racism rock TheBritishChick Ukdoll @ Ukbarbie haha joka ! London crap n idiot messin place londonSucks Ukriots # ControlRiots . yo riot pon idiot yes lol.. ,2338,0
positive,0.46938775510204084,6,6,1,Find New London County_ Connecticut collection agency bio link @ : P ,2339,1
negative,0.7714285714285715,2,2,0,Damn London roit crazy ... ,2340,1
positive,0.7428571428571429,3,3,1,Ooo nice date : ofc pay come ! Nice drive around london popo errwhere ! ( N ) ,2341,1
neutral,0.8333333333333334,1,1,0,coincidentally_ 3 separate frens leave London yesterday ... ,2342,1
positive,0.7692307692307693,2,2,0,@ ivyviel_r London u shud go_ sell sum interestin tea like Caramel & sum gr8cupcakes area cute shop ,2343,1
positive,0.6142857142857143,1,1,0,lady gentlemen increasingly large slice commentary_ social old media_ London # riot . ,2344,1
positive,0.46788990825688076,3,2,0,@ MiNigle time night . like London ? ! sarcastic . ,2345,1
positive,0.8769230769230769,2,1,0,@ London_Gardener thanx # ff happy saturday n sunday : ) ,2346,1
positive,0.6542056074766355,4,3,0,@ RubyMason wish back London could relive scene Perfect weather ask ! ,2347,1
neutral,0.8235294117647058,2,1,0,@ Sarafina_London keep playin wit cause engulf vagina ! ,2348,1
positive,0.6535947712418301,9,9,1,News . Amid Season Unrest_ London Fears Rioting : Sunday â€™ loot clash late demon ... bio link @ : P ,2349,1
neutral,0.5869565217391305,1,1,0,London_ book flight france_ go switzerland_ hit japan ,2350,1
positive,0.7794117647058824,5,5,0,Looks like day trip London Thursday may due strike airport security staff . thought live Germany France ! ,2351,1
positive,0.8387096774193549,1,0,0,lol @ xFadumziie ask france london looooooooooooool ,2352,1
positive,0.675,1,1,0,first newspaper demand investigation police brutality # londonriot ? Go . dare ! ,2353,1
neutral,0.9010989010989011,6,6,0,Damian Lazarus play rebel @ fabric # london United Kingdom_ Sat 08 Oct 2011 # gig ,2354,1
neutral,0.7868852459016393,10,6,2,RT @ HunkIII : U London atm_ Need Friends ! : $ ,2355,1
positive,0.7608695652173914,2,2,0,Wish London right # blackmahnsense ,2356,1
positive,0.5504587155963303,6,6,1,set Kangaroo Gang_ old Mayfair Club London . bio link @ : P ,2357,1
positive,0.5180722891566265,3,3,1,Best supercar garage London bio link @ : P ,2358,1
neutral,0.9,2,2,0,Tiger lose London ,2359,1
positive,0.5739130434782609,8,3,0,@ CanDANCEbrown Guuurl forget london ... tell something ! lol Xxx ,2360,1
positive,0.6666666666666666,3,3,1,London Vaudeville act must cease bio link @ : P ,2361,1
positive,1.0588235294117647,2,2,0,Good night London ,2362,1
positive,0.7285714285714285,3,3,0,@ claire_dames worry . put rude weird thing more_ thats promise . Next time hear maybe London Aug : ) ,2363,1
positive,0.6013071895424836,11,10,2,London Assistant Experimental Numerical Research CO2 Storage Reservoir C ... bio link @ : P ,2364,1
positive,0.631578947368421,40,7,7,WESTFIELD SHOPPING CENTRE WEST LONDON ATTACK bio link @ : P ,2365,1
neutral,0.7368421052631579,4,3,0,@ CptCheerful No_ London_ ? ,2366,1
positive,0.6086956521739131,3,1,0,@ RealZombieJesus well nearly get money dad probs issue go london < 3 ,2367,1
negative,0.7195121951219512,7,2,1,@ rachaelfrancesA dye hair watch London # riots tv CRAZY . ,2368,1
positive,0.7777777777777778,1,1,0,@ beesowlarhgold yeupp_ London till september_ yeah : ) ,2369,1
positive,0.6911764705882353,4,4,1,Home ! : - ) ( @ Tower London ) bio link @ : P ,2370,1
negative,1.12,2,1,0,@ London_Londyn oh damn : / ,2371,1
positive,0.6013071895424836,11,10,2,London Assistant Experimental Numerical Research CO2 Storage Reservoir C ... bio link @ : P ,2372,1
neutral,0.7142857142857143,2,1,0,actually # riot london tonight ? @ MShapland ,2373,1
neutral,0.8387096774193549,4,4,0,# metroexclusive London ! Fire start Pudding Lane . ,2374,0
neutral,0.7619047619047619,2,2,0,@ laustinseo call drive London ? Paid traffic . ,2375,1
neutral,0.5764705882352941,1,1,0,Al jazeera london # riot lead story- image world ,2376,1
positive,0.6363636363636364,8,8,1,Contact Best Photographer London Special Family Events bio link @ : P ,2377,1
positive,0.776595744680851,3,2,0,BornJambo1874 @ topjambo really look forward ! need get London ... . : ) ,2378,1
positive,0.6339869281045751,10,10,1,London Events Communication Delivery Executive : London - Imperial College Bu ... bio link @ : P ,2379,1
positive,0.7099236641221374,3,3,1,London # riot move Enfield 2nd night loot - storyful bio link @ : P ( via @ marklittlenews ) ,2380,1
positive,0.6214285714285714,4,4,0,# Birminghamtrips say pay card . Oh turn computer loool . London best city England far ,2381,1
neutral,0.7128712871287128,71,14,9,RT @ AnonymousIRC : LondonRiots LONDON RIOTS TOTTENHAM MANCHESTERRIOTS ELTHAM SOUTHALL LEWISHAM # SMH : Tigers roam street release London Zoo : ,2382,0
negative,0.9145299145299145,7,7,0,Mobs burn London thousand mile Philadelphia . Philly Implements strict curfew rule combat â€œ Violent Mobs â€ ,2383,1
positive,0.611764705882353,8,6,2,Program Manager III - London Kingdom bio link @ : P ,2384,1
neutral,0.8727272727272727,2,2,0,@ davidshnoudeh nah goin . Theopilus London side show tho ... ima b there.. back crowd sumwer ! ,2385,1
positive,0.6993464052287581,5,5,1,Driverless car shuttle Heathrow passenger : Autonomous car future -- already use London ... bio link @ : P ,2386,1
positive,0.6339869281045751,10,10,1,London Events Communication Delivery Executive : London - Imperial College Bu ... bio link @ : P ,2387,1
positive,0.9251700680272109,8,7,0,# London revolt social injustice_ police brutality ! Let z game begin . Hackney WoodGreen tottenham chaos Brixton Enfield # Walthamstow ,2388,1
positive,0.5142857142857142,20,6,5,LIVE ACROSS LONDON FM & Online right - bio link @ : P ,2389,1
positive,0.6633663366336634,7,6,1,Information/User Experience Architect Jobs London - bio link @ : P ,2390,1
negative,0.5894736842105263,1,1,0,@ shezness mass move London solve nothing follow city . ,2391,1
positive,0.7142857142857143,8,8,1,Busy Night London Ambulance Crews Riots : London ambulance crew busy night twoâ€¦ bio link @ : P ,2392,1
positive,0.6993464052287581,5,5,1,Driverless car shuttle Heathrow passenger : Autonomous car future -- already use London ... bio link @ : P ,2393,1
positive,0.5263157894736842,18,5,3,GBENGAGHIZZY iceprincezamani L_Tido watch @ jaywonjuwonlo live performance London bio link @ : P RT ,2394,1
positive,0.7419354838709677,56,13,8,# OKX STRONG THUNDERSTORM IMPACT MIDDLESEX LONDON COUNTIES Northern New London_ Southern Middlesex_ bio link @ : P ,2395,1
positive,0.6513761467889908,15,6,4,RT @ TIME PHOTOS : London clean Saturday fiery # riot | bio link @ : P ,2396,1
positive,0.7908496732026143,14,8,3,Barclays : US Oil price continue edge low : LONDON ( Commodity Online ) : Oil price continue edge low ... bio link @ : P ,2397,1
neutral,1.0869565217391304,0,0,0,@ re_london seguindo *-* ,2398,1
neutral,0.8666666666666667,3,2,0,@ SiClancy recycle footage early ( London ) _ think ,2399,1
positive,0.7973856209150327,16,14,2,Robsten Reunite Kristen Stewart News | MTV Australia : Robert Pattinson Kristen Stewart Reunite London ... bio link @ : P ,2400,1
positive,0.6774193548387096,5,2,1,@ vegas1024 London quiet down_ thank god ! _ hopefully 2011 us break STFD day . lol ,2401,1
negative,0.6373626373626373,1,1,0,London must miss luxx last 5 day shit get crazy tonight ! ,2402,1
positive,1.0769230769230769,2,1,0,@ Sarafina_London lmao slow ,2403,1
positive,0.4864864864864865,7,5,2,London Riots . ( BBC never replay . Send ) bio link @ : P via @ youtube ,2404,1
positive,0.7191011235955056,2,2,0,@ azad_baban2 yeah shame thank message ! Kind regard London : ) ,2405,1
positive,0.7166666666666667,4,4,0,16 ) really want older_ move London_ maybe live New York year Idek . # 50factsaboutme ,2406,1
negative,1.0198019801980198,13,9,4,RT @ jsimnz : Anyone interested London ticket ... FLR 2 Row B ( behind ultimate ) ? Contact ... Pls RT ,2407,1
neutral,0.9,2,2,1,London rioter R shitbags ! ,2408,1
neutral,1.0714285714285714,4,3,0,@ RosiieCullen Como Estas chica que london odia ( ? ) jaaaa ,2409,1
positive,0.5977011494252874,2,1,0,hope everything London sale riot : ) ngaha_I mean . ,2410,1
negative,0.8852459016393442,8,8,0,London Go Again_ Taking Pictures Little Boys Weenie . ,2411,1
positive,0.8791208791208791,3,3,0,Proctor gamble new ad campaign send mother Canadian Olympians london ... clever ,2412,1
positive,0.8852459016393442,4,3,1,Sangat TV sound amazing . need open London branch ... ,2413,1
neutral,0.8245614035087719,1,1,0,London police probe # riot amid spread tension ,2414,0
positive,0.6647058823529411,14,11,2,@ TheNYCosmos : PelÃ© sign Official New York Cosmos Opus case | bio link @ : P | London bio link @ : P See true ! ,2415,1
neutral,0.5454545454545454,9,4,1,WTT ? # riot London Dow plunge ? # OutOfTheLoop ,2416,1
positive,0.680672268907563,3,3,0,@ sarahlouise152 still see Disaster live . One time miss London_ never forgive . ,2417,1
positive,0.6266666666666667,5,5,1,Kiwi put marker issue strong warning London 2012 last weekend British Open ... bio link @ : P ,2418,1
negative,0.7910447761194029,7,3,0,@ NathanTheWanted Please tell london house @ SivaTheWanted tweet this_ errr # awkward naked nath & seev ! ,2419,1
neutral,0.7681159420289855,2,1,0,OnliiSmiilez @ cxijalebi didnt sleep much last night all_ london_ thought id sleep tonight dont look like ,2420,1
positive,0.7980769230769231,6,5,0,@ TeamAmerica_ could Team America London right outa fuckin control . Riots allover ,2421,1
positive,0.6447368421052632,1,1,0,@ fellini33 much ... first time London fun age ! ,2422,1
negative,0.639344262295082,5,2,0,@ Chris_Dakota haha xD time come _I like call you_ link London expensive haha ,2423,1
negative,0.6551724137931034,0,0,0,own shop london cover disposable bbq - impossible set light . # londonriots ,2424,1
positive,0.7702702702702703,15,12,3,Selby jennings Job IB ( London ) Credit Risk Senior Manager Wholesale Retail exp ... bio link @ : P BFA emploi 22 ,2425,1
neutral,0.8731343283582089,14,9,1,# ukpc4sale LONDON Ibm T410 Lenovo i5 Cpu 4gb ram 320gb_ 2.53 Ghz Hd laptop mint condition ( lonodn_ Price : Ã‚Â£400 ) ,2426,1
neutral,0.6923076923076923,0,0,0,whats go london ? ,2427,1
positive,0.788235294117647,13,11,3,bricklanetweets RT @ Douglas_Hudson Photos : Yacht @ Hoxton Bar Restaurant_ London / Depth ... bio link @ : P bio link @ P http : ... ,2428,1
positive,0.6791044776119403,2,1,0,@ lyndylynnyloo depend really . London suppose not_ ever earn ! 23K ( unconfirmed_ def ) . ,2429,1
negative,0.6511627906976745,4,2,0,@ TW_Maxettes happen London # riot : ( hope feel ok xxx ,2430,1
neutral,1.015625,5,2,1,RT @ patty_london : Â¡Por quÃ© sÃ³lo hay una pitufa entre tanto pitufo ? # PreguntasCabronas // cÃ³mo le hicieron para reproducirse ? ,2431,1
neutral,0.7372262773722628,3,3,0,Remember take 29 bus London . Hope everybody get this_ olympics last thing theyre mind # londonriots ,2432,1
positive,0.6694915254237288,8,8,1,/ Senior Design Manager - London United Kingdom- Â£650 ... # Job bio link @ : P ,2433,1
positive,0.4956521739130435,2,2,0,Yeah London riot hand quickly_ could get life . # hotrod ,2434,1
neutral,0.9230769230769231,2,1,0,@ OreOdulana lool_ london . naija ? ,2435,1
positive,0.6767676767676768,14,8,3,# RT @ OBJAZZ - Mine Indie Lagos London # African - bio link @ : P ,2436,1
positive,0.8858267716535433,14,8,3,"@ eugenephoto : Crazy photo . RT @ cherilucas : Images # riot London via @ in_focus bio link @ : P @ AlecBaldwin powerful pics,101079077036896256,27378975 , JennyJen,27378975,0,0 INFO : root:7011- [ 2011-08-07 19:53:04 ] , w ",2437,1
negative,0.6446280991735537,4,2,0,@ DaSupaProducer wores bad go 3 day thro da night . Basicly whole london like ,2438,1
positive,0.8536585365853658,6,6,1,Please check late fashion blog portrait cute student France Westbourne Grove_ London bio link @ P http : //londonfashionbypaul.blogspot.com ,2439,1
positive,0.6074074074074074,6,6,1,massive loss independent result # Fire Sony Warehouse London Riots bio link @ : P ,2440,0
neutral,0.6666666666666666,2,1,0,@ JayCamilleri london base mate ? ,2441,1
positive,0.42424242424242425,8,5,2,London Riots-The BBC never replay ! Send bio link @ : P ,2442,1
positive,0.7874015748031497,7,5,0,bed ! come @ TheReturn_Band Tour October ? ! Lpool_ manc_ london_ birmingham notts Reply detail ! x ,2443,1
positive,0.5714285714285714,3,2,1,# london never good excuse wanton dwstruction . LA back then_ London either ,2444,1
negative,0.59375,6,4,1,tune BBC News_ believe happen # tottenham chaos ! London . Absolutely shock ,2445,1
positive,0.9637681159420289,3,3,0,@ aztecaconcierto Listisima checando todo para tener falla ahi Estaremos desde new London ct saludos todo el exito par @ johnnysigal ,2446,1
positive,0.4573643410852713,5,5,1,Violence Erupts North London bio link @ : P via @ theblaze ,2447,1
positive,0.8095238095238095,15,4,0,â€œ @ DANNYBHOYCFC88 : # riot North London look fun wish love riot â€ aye right Danny hear ur pavement dancer . # runaway ,2448,1
positive,0.7411764705882353,9,5,2,VIDEO : Bus set Fire # tottenham chaos bio link @ : P # London ,2449,0
positive,0.7894736842105263,13,11,4,Recently release market study : Smoking Tobacco Georgia - PR Inside : office London_ Chicago_ ... bio link @ : P B # LT ,2450,1
negative,0.5428571428571428,1,1,0,@ joelidster tired_ nothing else bad kind tire . London tomorrow_ good back ,2451,1
neutral,0.8666666666666667,6,3,0,Witness describe Tottamham London war zone .Hear @ 10 3AW news . ,2452,1
positive,0.7338129496402878,8,7,0,Picked Black Sheep Fullers London Porter . prior knowledge & discover get great rating @ BeerAdvocate ,2453,1
positive,0.5945945945945946,4,4,1,Police car set # Fire London bio link @ : P ,2454,0
positive,0.7767857142857143,10,10,1,Senior Project Manager Global Oil Company - London United Kingdom # job bio link @ : P ,2455,1
positive,0.6559139784946236,3,3,1,Police cars_ bus shop torch London riot : ... bio link @ : P ,2456,1
neutral,0.696969696969697,5,4,1,Ca believe happen # tottenham chaos North London world come too.. RT ,2457,1
positive,0.744,3,3,1,tottenham chaos # riot : Double decker bus set ablaze mob violence hit London bio link @ : P ,2458,1
positive,0.7446808510638298,4,2,0,@ RahRahJamie London till late : ) ,2459,1
neutral,0.8739495798319328,12,7,1,Chucklita RayAsian KIIDsuspect_ RT @ Chucklita : 10 dagen ofzo london . / ik ga mee - nee . < Fu Zahraa ,2460,1
positive,0.7032258064516129,7,5,2,BBC News - London disturbance : Bus set alight tottenham chaos protest rage # policebrutality bio link @ : P ,2461,1
positive,0.6063829787234043,3,3,1,West London look new accounting company . bio link @ : P ,2462,1
positive,0.676056338028169,4,3,1,Going watch american dad ! London would love US ,2463,1
neutral,0.5925925925925926,1,1,0,happen London ? ,2464,1
positive,0.83125,4,4,1,Pues eso_ que hoy reescribirÃ­a el post con alguna que otra cosilla pero ahÃ­ estÃ¡ Teenage Kicks bio link @ : P westernavenue # london ,2465,1
neutral,1.0104166666666667,4,4,0,Hay que dejar de poner London Calling cada vez que haya disturbios en Londres como por do aÃ±os . ,2466,1
positive,0.8571428571428571,16,12,2,Job Tier 1 investment bank ( London ) : Senior Market Risk Manager.+ MSc/PhD ... bio link @ : P Quant IB Finance job 12 ,2467,1
positive,0.8860759493670886,1,1,0,spoiled brat throw one huge temper tantrum London pray peace . # tcot ,2468,1
neutral,0.8365384615384616,3,2,1,Q pray japan london mexico esta peor hacen una campaÃ±a de pray mexico @ SarcasmoMexico ,2469,1
neutral,0.7132352941176471,3,1,1,early eltham disturbance `` EDL police begin move . people streets property ukriots # londonriot ,2470,1
positive,0.7313432835820896,10,1,0,@ LONDON_RICH good defence never think messi : / ,2471,1
negative,0.9052631578947369,6,5,1,like RT @ kdawson70 : British police say London rioter `` real Vancouver Canuck fan . ,2472,1
neutral,1.056,4,2,2,eta teh belah mana na pasar ujung berung ? RT @ sherlinocta : gw di london kale ah RT @ gilangdipratama : bising weh kale wayah gen ,2473,1
neutral,0.6949152542372882,7,4,1,@ BritneyJamieS UK London Manchester . ? ,2474,1
positive,0.6923076923076923,7,4,0,HO_tellRawanDuh @ a_la_lamoosh Lama shut London_ real talk . Passport_ bammmmm ! ,2475,1
positive,0.43537414965986393,8,6,2,RT @ ShashaMarissa : London # riot Big Picture - bio link @ : P ,2476,1
positive,0.8015873015873016,11,9,2,RT @ ProPublica Map : Riots Clustered London Poor Neighborhoods bio link @ : P via @ theatlanticwire ,2477,1
positive,0.3891891891891892,6,5,2,Unmanned US aircraft travel Sydney London hour 14_000mph bio link @ : P ,2478,1
positive,0.8541666666666666,1,1,0,really would like take trip London . ( : ,2479,1
positive,0.5595238095238095,2,2,0,Park 52 hop friend # fam London okay careful ! ,2480,1
positive,0.5067264573991032,16,12,2,USA Beach Volleyball Team Action Brazil . - Beach Volleyball International London - bio link @ : P via @ UPI_top ,2481,1
neutral,1.0909090909090908,2,1,0,@ London_Demi nevermind ,2482,1
neutral,0.5,6,5,0,@ RafaelaGamag Nantes_ France October show_ show . lot London meet ! ,2483,1
positive,0.7368421052631579,7,7,1,Business Systems Analyst - London United Kingdom # job bio link @ : P ,2484,1
positive,0.6296296296296297,7,5,2,RIM presenta Blackberry 9810 Torch 9860 desde London bio link @ : P ,2485,1
positive,0.7368421052631579,3,3,0,way Ministry Sound London . ,2486,1
negative,0.9318181818181818,3,3,0,@ amazingelf Really ! sign West London . ,2487,1
neutral,1.0185185185185186,18,4,2,yo en Amsterdam RT `` @ HEIRESS_NA : estoy en LONDON ! ,2488,1
neutral,1.1081081081081081,5,4,0,@ MrsRrr Croquet ? Man_ north London ... ,2489,1
negative,0.75,5,5,0,London # riot shock . Hugh Grant Helen Mirren would never act like . ,2490,1
neutral,0.7191011235955056,6,2,0,JayStay_Zooted @ JuicedUp_London danggg go let talk like ? lolz ,2491,1
positive,0.8421052631578947,0,0,0,@ london_robsten nice share lol ,2492,1
positive,0.42207792207792205,6,3,1,MissDamiiBaybee watch @ jaywonjuwonlo live performance London RT ,2493,1
